date,rb_value,ml_blend_value,rb_return_pct,ml_blend_ret_pct,rb_regime,ml_regime,ml_conf,growth_score,inflation_score,rb_cum_pct,ml_cum_pct
2024-08-16,12674.0224,13158.0415,1.564,1.6011,STAGFLATION,REFLATION,98.2,49.08,59.46,26.740224,31.580414999999995
2024-08-23,12756.5448,13246.8187,0.6511,0.6747,REFLATION,REFLATION,98.64,51.64,62.25,27.565448000000004,32.468187
2024-08-30,12697.1897,13186.6603,-0.4653,-0.4541,REFLATION,REFLATION,98.42,50.32,66.15,26.971897,31.866602999999994
2024-09-06,12464.9226,12906.3893,-1.8293,-2.1254,REFLATION,REFLATION,98.45,50.64,59.67,24.64922599999999,29.063893000000007
2024-09-13,12742.499,13193.7515,2.2269,2.2265,REFLATION,REFLATION,98.92,50.59,54.64,27.424990000000005,31.937514999999994
2024-09-20,12876.9515,13356.9874,1.0552,1.2372,REFLATION,REFLATION,99.14,51.81,54.66,28.769515000000002,33.569874
2024-09-27,13014.1485,13521.8037,1.0654,1.2339,REFLATION,REFLATION,98.82,53.76,56.36,30.141485000000003,35.21803700000001
2024-10-04,13102.9506,13641.8759,0.6824,0.888,REFLATION,REFLATION,99.19,55.94,59.09,31.029506000000005,36.418759
2024-10-11,13098.3201,13639.5284,-0.0353,-0.0172,REFLATION,REFLATION,98.84,51.04,53.51,30.983201000000005,36.39528399999998
2024-10-18,13115.2603,13615.392,0.1293,-0.177,STAGFLATION,REFLATION,98.35,48.32,53.23,31.152603,36.15391999999999
2024-10-25,13093.9527,13600.697,-0.1625,-0.1079,STAGFLATION,REFLATION,98.62,49.55,53.36,30.939527,36.006969999999995
2024-11-01,12990.5856,13481.6716,-0.7894,-0.8751,REFLATION,REFLATION,98.84,51.66,55.01,29.905855999999996,34.816716
2024-11-08,13150.2859,13652.8324,1.2294,1.2696,REFLATION,REFLATION,99.14,54.57,57.48,31.502859000000004,36.52832399999999
2024-11-15,12904.3959,13363.994,-1.8698,-2.1156,REFLATION,REFLATION,99.2,55.5,56.03,29.043958999999987,33.63994000000001
2024-11-22,13157.4045,13639.0299,1.9606,2.058,REFLATION,REFLATION,98.81,54.33,50.86,31.574045000000005,36.39029899999999
2024-11-29,13156.6904,13618.7689,-0.0054,-0.1486,REFLATION,REFLATION,98.63,55.53,51.49,31.566903999999994,36.187689
2024-12-06,13167.473,13621.0907,0.082,0.017,REFLATION,REFLATION,99.05,53.52,58.97,31.674730000000007,36.210907000000006
2024-12-13,13180.6324,13649.6717,0.0999,0.2098,REFLATION,REFLATION,99.3,53.77,60.96,31.806324000000007,36.49671700000001
2024-12-20,13012.9304,13463.2037,-1.2723,-1.3661,REFLATION,REFLATION,99.21,50.07,58.3,30.129304,34.632037
2024-12-27,13024.9086,13485.1535,0.092,0.163,REFLATION,REFLATION,98.88,53.54,55.18,30.249086000000002,34.851535
2025-01-03,13091.8609,13557.7634,0.514,0.5384,REFLATION,REFLATION,99.18,54.52,55.06,30.918608999999986,35.577634
2025-01-10,13063.3833,13542.5925,-0.2175,-0.1119,REFLATION,REFLATION,99.38,56.6,53.38,30.633833,35.425925000000014
2025-01-17,13270.3103,13758.5479,1.584,1.5946,REFLATION,REFLATION,99.34,58.95,56.27,32.70310299999999,37.585479
2025-01-24,13354.4179,13849.3045,0.6338,0.6596,REFLATION,REFLATION,99.42,52.61,61.36,33.544179,38.493044999999995
2025-01-31,13336.0097,13811.3599,-0.1378,-0.274,REFLATION,REFLATION,99.3,51.22,69.98,33.360096999999996,38.113599
2025-02-07,13408.5268,13886.4342,0.5438,0.5436,REFLATION,REFLATION,99.45,57.06,65.94,34.085268,38.86434199999999
2025-02-14,13535.8577,14033.3853,0.9496,1.0582,REFLATION,REFLATION,99.13,52.36,66.95,35.358577000000004,40.333853000000005
2025-02-21,13570.7397,14067.0709,0.2577,0.24,REFLATION,REFLATION,99.15,54.37,70.07,35.70739700000001,40.670709
2025-02-28,13354.626,13821.6024,-1.5925,-1.745,STAGFLATION,REFLATION,97.49,48.66,68.91,33.546260000000004,38.21602399999999
2025-03-07,13343.6656,13812.7809,-0.0821,-0.0638,STAGFLATION,REFLATION,97.02,43.01,62.45,33.436656000000006,38.12780899999999
2025-03-14,13385.9047,13841.8523,0.3165,0.2105,STAGFLATION,REFLATION,97.55,48.53,66.56,33.859047,38.418523000000015
2025-03-21,13439.8574,13898.9974,0.4031,0.4128,STAGFLATION,REFLATION,97.81,49.12,63.99,34.39857400000002,38.989974
2025-03-28,13449.5644,13890.5891,0.0722,-0.0605,STAGFLATION,REFLATION,97.45,48.51,63.5,34.495644000000006,38.90589099999999
2025-04-04,12997.7999,13351.4461,-3.359,-3.8814,STAGFLATION,REFLATION,98.2,46.41,60.72,29.977999,33.514461
2025-04-11,13194.3753,13573.2636,1.5124,1.6614,REFLATION,REFLATION,99.04,50.39,58.93,31.943753000000008,35.73263600000001
2025-04-18,13306.0142,13690.5613,0.8461,0.8642,REFLATION,REFLATION,98.75,51.19,59.53,33.060142000000006,36.905612999999995
2025-04-25,13501.0754,13894.197,1.466,1.4874,REFLATION,REFLATION,99.01,52.77,58.71,35.010754,38.94196999999999
2025-05-02,13510.4797,13912.4381,0.0697,0.1313,REFLATION,REFLATION,98.51,51.36,56.57,35.104797,39.124381
2025-05-09,13598.49,14006.5926,0.6514,0.6768,STAGFLATION,REFLATION,97.83,45.07,50.79,35.98490000000001,40.065926000000005
2025-05-16,13695.467,14129.7765,0.7131,0.8795,DEFLATION,REFLATION,97.55,48.04,47.3,36.954670000000014,41.297765
2025-05-23,13692.1901,14137.491,-0.0239,0.0546,GOLDILOCKS,REFLATION,96.9,50.98,46.5,36.92190099999999,41.37491
2025-05-30,13634.1862,14056.6002,-0.4236,-0.5722,STAGFLATION,REFLATION,98.17,49.55,56.32,36.341862000000006,40.566002
2025-06-06,13831.5071,14292.584,1.4473,1.6788,STAGFLATION,REFLATION,98.46,48.62,57.16,38.315071,42.925840000000015
2025-06-13,14006.4187,14490.4969,1.2646,1.3847,REFLATION,REFLATION,98.92,52.15,57.86,40.064187000000004,44.90496900000001
2025-06-20,14026.5855,14526.1183,0.144,0.2458,REFLATION,REFLATION,99.21,50.89,58.75,40.265854999999995,45.261182999999996
2025-06-27,13969.9899,14452.5654,-0.4035,-0.5063,REFLATION,REFLATION,99.15,51.47,57.05,39.699898999999995,44.52565399999999
2025-07-04,14140.3897,14646.0525,1.2198,1.3388,REFLATION,REFLATION,99.37,53.03,59.83,41.403897,46.460525
2025-07-11,14178.3284,14677.4747,0.2683,0.2145,REFLATION,REFLATION,98.93,56.4,60.94,41.783283999999995,46.77474700000002
2025-07-18,14218.7109,14726.0551,0.2848,0.331,REFLATION,REFLATION,99.18,57.89,57.33,42.187109,47.26055099999999
2025-07-25,14239.4494,14737.6501,0.1459,0.0787,REFLATION,REFLATION,99.23,60.67,56.45,42.394493999999995,47.37650100000002
2025-08-01,14100.4726,14583.733,-0.976,-1.0444,REFLATION,REFLATION,99.41,62.41,61.53,41.004726000000005,45.83733000000001
2025-08-08,14235.1054,14716.2901,0.9548,0.9089,REFLATION,REFLATION,99.14,60.14,56.6,42.35105400000001,47.162901000000005
2025-08-15,14245.923,14736.8426,0.076,0.1397,REFLATION,REFLATION,98.96,57.46,62.78,42.459230000000005,47.368426
2025-08-22,14374.8273,14879.1182,0.9049,0.9654,REFLATION,REFLATION,98.93,59.71,63.84,43.74827300000001,48.79118200000001
2025-08-29,14409.3025,14909.441,0.2398,0.2038,REFLATION,REFLATION,98.83,56.0,66.15,44.09302500000001,49.09441000000001
2025-09-05,14536.2501,15025.3653,0.881,0.7775,REFLATION,REFLATION,99.03,54.72,63.85,45.36250099999999,50.253653
2025-09-12,14717.6273,15223.7018,1.2478,1.32,REFLATION,REFLATION,98.99,53.36,64.29,47.176273,52.237018
2025-09-19,14789.6377,15303.393,0.4893,0.5235,REFLATION,REFLATION,99.01,52.14,64.44,47.896377,53.033930000000005
2025-09-26,14904.4776,15421.42,0.7765,0.7712,REFLATION,REFLATION,98.85,55.36,63.6,49.04477600000001,54.21419999999999
2025-10-03,15046.7089,15554.57,0.9543,0.8634,REFLATION,REFLATION,99.27,63.07,61.42,50.46708899999999,55.54569999999999
2025-10-10,15000.7317,15451.3635,-0.3056,-0.6635,STAGFLATION,REFLATION,97.6,48.45,60.21,50.00731700000001,54.513634999999994
2025-10-17,15216.0884,15692.7343,1.4356,1.5621,STAGFLATION,REFLATION,98.4,43.35,52.91,52.16088400000001,56.92734299999999
2025-10-24,15309.9851,15828.8269,0.6171,0.8672,STAGFLATION,REFLATION,98.69,49.83,54.53,53.09985100000001,58.28826899999999
2025-10-31,15264.484,15788.4714,-0.2972,-0.2549,STAGFLATION,REFLATION,98.61,47.7,52.98,52.64484,57.884713999999995
2025-11-07,15178.4169,15698.4452,-0.5638,-0.5702,REFLATION,REFLATION,98.77,51.54,54.48,51.784169000000006,56.984452
2025-11-14,15227.6591,15749.333,0.3244,0.3242,STAGFLATION,REFLATION,97.45,44.65,56.17,52.27659100000002,57.49333000000001
2025-11-21,15099.6184,15582.5036,-0.8408,-1.0593,STAGFLATION,REFLATION,97.27,42.94,60.45,50.996183999999985,55.825036
2025-11-28,15429.151,15933.2803,2.1824,2.2511,STAGFLATION,REFLATION,97.65,43.93,56.27,54.29151000000001,59.33280300000001
2025-12-05,15465.2248,15986.0887,0.2338,0.3314,STAGFLATION,REFLATION,97.54,49.29,60.37,54.65224799999999,59.860887000000005
2025-12-12,15470.3787,15968.9153,0.0333,-0.1074,REFLATION,REFLATION,97.63,50.37,65.85,54.703787000000005,59.689153
2025-12-19,15564.6485,16039.8423,0.6094,0.4442,STAGFLATION,REFLATION,94.34,40.34,68.23,55.646485,60.398423
2025-12-26,15901.0259,16370.584,2.1612,2.062,STAGFLATION,REFLATION,96.85,44.87,64.67,59.01025900000001,63.705840000000016
2026-01-02,15739.4059,16227.5793,-1.0164,-0.8735,REFLATION,REFLATION,98.52,53.3,66.79,57.394059000000006,62.27579299999999
2026-01-09,16045.0379,16543.908,1.9418,1.9493,REFLATION,REFLATION,99.07,62.56,62.48,60.450378999999984,65.43908
2026-01-16,16192.2081,16694.2213,0.9172,0.9086,REFLATION,REFLATION,99.16,62.11,60.0,61.922081000000006,66.94221300000001
2026-01-23,16547.1282,17076.9765,2.1919,2.2927,REFLATION,REFLATION,99.17,63.9,62.38,65.47128199999999,70.769765
2026-01-30,16435.3565,16992.1885,-0.6755,-0.4965,REFLATION,REFLATION,99.35,58.39,71.66,64.35356500000002,69.921885
2026-02-06,16440.73,17005.698,0.0327,0.0795,REFLATION,REFLATION,99.38,59.23,70.52,64.40729999999999,70.05698
2026-02-13,16482.0304,17042.3733,0.2512,0.2157,STAGFLATION,REFLATION,97.34,47.05,63.02,64.82030400000001,70.423733
2026-02-20,16702.7829,17283.9763,1.3394,1.4177,STAGFLATION,REFLATION,97.26,45.15,58.28,67.027829,72.83976299999999
2026-02-27,16838.254,17426.4014,0.8111,0.824,REFLATION,REFLATION,98.25,55.34,51.15,68.38254000000002,74.26401399999997
2026-03-06,16784.6028,17408.4253,-0.3186,-0.1032,STAGFLATION,REFLATION,97.84,48.61,54.75,67.84602800000002,74.08425299999999
2026-03-13,16756.9903,17415.7383,-0.1645,0.042,STAGFLATION,REFLATION,98.16,48.88,53.13,67.56990300000001,74.15738300000001
2026-03-20,16380.1975,17060.1814,-2.2486,-2.0416,STAGFLATION,REFLATION,97.67,45.39,52.03,63.801975,70.601814
2026-03-27,16353.8231,17030.6773,-0.161,-0.1729,STAGFLATION,REFLATION,98.36,48.95,55.72,63.538231,70.30677299999999
2026-04-03,16637.9869,17328.5566,1.7376,1.7491,STAGFLATION,REFLATION,98.94,49.95,53.74,66.37986899999999,73.285566
2026-04-10,16874.6059,17577.0473,1.4222,1.434,REFLATION,REFLATION,89.8,55.61,56.86,68.74605899999999,75.770473
2026-04-17,17149.6933,17881.8234,1.6302,1.7339,STAGFLATION,REFLATION,97.3,48.54,62.53,71.496933,78.818234
2026-04-24,17258.6292,18039.9498,0.6352,0.8843,REFLATION,REFLATION,97.6,54.28,63.41,72.586292,80.399498
2026-05-01,17326.7147,18144.3869,0.3945,0.5789,REFLATION,REFLATION,97.55,51.37,62.63,73.26714700000001,81.44386900000002
2026-05-08,17565.409,18393.5465,1.3776,1.3732,REFLATION,REFLATION,97.62,57.34,61.48,75.65409000000001,83.935465
