date,regime,confidence,growth_score,inflation_score
2012-11-12,TRANSITIONING,11.063492063492077,42.20767195767196,55.53174603174604
2012-11-13,TRANSITIONING,9.857142857142861,41.689153439153436,54.92857142857143
2012-11-14,TRANSITIONING,7.976190476190482,40.904761904761905,53.98809523809524
2012-11-15,TRANSITIONING,6.746031746031747,40.732804232804234,53.37301587301587
2012-11-16,TRANSITIONING,7.111111111111114,40.85714285714286,53.55555555555556
2012-11-17,TRANSITIONING,7.07936507936509,44.68915343915344,53.539682539682545
2012-11-18,TRANSITIONING,7.047619047619051,44.67857142857143,53.523809523809526
2012-11-19,TRANSITIONING,8.886243386243379,45.55687830687831,58.90476190476191
2012-11-20,TRANSITIONING,7.917989417989418,46.04100529100529,61.23412698412699
2012-11-21,TRANSITIONING,7.031746031746039,46.48412698412698,61.34920634920635
2012-11-22,TRANSITIONING,7.05291005291005,46.473544973544975,61.333333333333336
2012-11-23,TRANSITIONING,6.404761904761912,46.797619047619044,70.42857142857143
2012-11-24,TRANSITIONING,2.8148148148148096,48.592592592592595,70.38888888888889
2012-11-25,TRANSITIONING,2.8359788359788354,48.58201058201058,70.34920634920636
2012-11-26,TRANSITIONING,3.613756613756607,48.1931216931217,68.82936507936508
2012-11-27,TRANSITIONING,4.759259259259267,47.62037037037037,64.42857142857143
2012-11-28,TRANSITIONING,4.029100529100518,47.98544973544974,64.35317460317461
2012-11-29,TRANSITIONING,4.835978835978835,47.58201058201058,66.00396825396825
2012-11-30,TRANSITIONING,3.4285714285714306,48.285714285714285,67.38492063492063
2012-12-01,TRANSITIONING,0.052910052910050354,49.973544973544975,67.10714285714286
2012-12-02,TRANSITIONING,0.07407407407407618,49.96296296296296,67.06746031746032
2012-12-03,TRANSITIONING,0.4497354497354564,49.77513227513227,71.68253968253968
2012-12-04,TRANSITIONING,0.4867724867724945,50.24338624338625,73.24999999999999
2012-12-05,TRANSITIONING,0.6746031746031633,49.66269841269842,72.58333333333333
2012-12-06,TRANSITIONING,1.3439153439153415,49.32804232804233,67.38888888888889
2012-12-07,TRANSITIONING,0.4735449735449748,50.23677248677249,67.0
2012-12-08,TRANSITIONING,5.637566137566154,52.81878306878308,66.98412698412699
2012-12-09,TRANSITIONING,5.616402116402128,52.808201058201064,66.96825396825398
2012-12-10,TRANSITIONING,6.642857142857139,53.32142857142857,65.4126984126984
2012-12-11,TRANSITIONING,8.06613756613757,54.033068783068785,69.33730158730158
2012-12-12,TRANSITIONING,9.62433862433862,54.81216931216931,72.06349206349206
2012-12-13,TRANSITIONING,9.373015873015873,54.68650793650794,70.75
2012-12-14,TRANSITIONING,10.29629629629629,55.148148148148145,73.58333333333334
2012-12-15,TRANSITIONING,9.997354497354493,54.99867724867725,73.5436507936508
2012-12-16,TRANSITIONING,9.976190476190482,54.98809523809524,73.50396825396825
2012-12-17,TRANSITIONING,11.883597883597886,55.94179894179894,72.42857142857142
2012-12-18,TRANSITIONING,12.740740740740748,56.370370370370374,75.71825396825396
2012-12-19,TRANSITIONING,12.687830687830697,56.34391534391535,74.86507936507937
2012-12-20,TRANSITIONING,12.462962962962962,56.23148148148148,75.71825396825396
2012-12-21,TRANSITIONING,12.066137566137584,56.03306878306879,68.09126984126985
2012-12-22,TRANSITIONING,11.211640211640216,55.60582010582011,68.0515873015873
2012-12-23,TRANSITIONING,11.19047619047619,55.595238095238095,68.01190476190477
2012-12-24,TRANSITIONING,10.708994708994709,55.354497354497354,69.3373015873016
2012-12-25,TRANSITIONING,10.70370370370371,55.351851851851855,69.29761904761904
2012-12-26,TRANSITIONING,10.280423280423292,55.140211640211646,67.56746031746032
2012-12-27,TRANSITIONING,10.611111111111114,55.30555555555556,67.23015873015873
2012-12-28,TRANSITIONING,9.230158730158735,54.61507936507937,63.519841269841265
2012-12-29,TRANSITIONING,9.224867724867735,54.61243386243387,63.50396825396825
2012-12-30,TRANSITIONING,9.219576719576722,54.60978835978836,63.48809523809524
2012-12-31,TRANSITIONING,12.396825396825392,56.198412698412696,63.757936507936506
2013-01-01,TRANSITIONING,24.039682539682545,62.67195767195767,62.01984126984127
2013-01-02,TRANSITIONING,26.301587301587304,64.75925925925925,63.15079365079365
2013-01-03,TRANSITIONING,13.309523809523824,65.2063492063492,56.65476190476191
2013-01-04,TRANSITIONING,16.30952380952381,65.95238095238096,58.154761904761905
2013-01-05,TRANSITIONING,16.27777777777777,65.80291005291005,58.138888888888886
2013-01-06,TRANSITIONING,16.24603174603176,65.79232804232805,58.12301587301588
2013-01-07,TRANSITIONING,22.571428571428584,65.46031746031747,61.28571428571429
2013-01-08,TRANSITIONING,19.61904761904762,64.8174603174603,59.80952380952381
2013-01-09,TRANSITIONING,18.14285714285714,65.02910052910053,59.07142857142857
2013-01-10,TRANSITIONING,31.640211640211646,65.82010582010582,67.57142857142857
2013-01-11,TRANSITIONING,30.785714285714278,65.39285714285714,68.94841269841271
2013-01-12,TRANSITIONING,32.43121693121694,66.21560846560847,68.93253968253968
2013-01-13,TRANSITIONING,32.41005291005291,66.20502645502646,68.91666666666666
2013-01-14,TRANSITIONING,31.56349206349205,65.78174603174602,67.4484126984127
2013-01-15,TRANSITIONING,30.16931216931215,65.08465608465607,68.32142857142857
2013-01-16,TRANSITIONING,28.825396825396837,64.41269841269842,66.54761904761905
2013-01-17,TRANSITIONING,30.756613756613774,65.37830687830689,69.10714285714286
2013-01-18,TRANSITIONING,31.269841269841265,65.81481481481481,65.63492063492063
2013-01-19,TRANSITIONING,31.23809523809524,65.9431216931217,65.61904761904762
2013-01-20,TRANSITIONING,31.206349206349216,65.93253968253968,65.60317460317461
2013-01-21,TRANSITIONING,31.126984126984127,65.92195767195767,65.56349206349206
2013-01-22,TRANSITIONING,29.214285714285722,66.29761904761904,64.60714285714286
2013-01-23,TRANSITIONING,32.38095238095238,66.19047619047619,67.29365079365078
2013-01-24,TRANSITIONING,34.335978835978835,67.16798941798942,67.42857142857143
2013-01-25,TRANSITIONING,36.10846560846562,68.05423280423281,69.4563492063492
2013-01-26,TRANSITIONING,33.216931216931215,66.60846560846561,69.41666666666667
2013-01-27,TRANSITIONING,33.19576719576719,66.5978835978836,69.37698412698413
2013-01-28,TRANSITIONING,33.544973544973544,66.77248677248677,69.62698412698413
2013-01-29,TRANSITIONING,35.33068783068785,67.66534391534393,72.83730158730158
2013-01-30,TRANSITIONING,34.809523809523796,67.4047619047619,75.82936507936508
2013-01-31,TRANSITIONING,34.98677248677248,67.49338624338624,77.10714285714285
2013-02-01,TRANSITIONING,39.22486772486775,69.61243386243387,81.32142857142857
2013-02-02,TRANSITIONING,40.68518518518519,70.3425925925926,81.28174603174602
2013-02-03,TRANSITIONING,40.664021164021165,70.33201058201058,81.2420634920635
2013-02-04,TRANSITIONING,37.89153439153438,68.94576719576719,75.80555555555556
2013-02-05,TRANSITIONING,39.78571428571428,69.89285714285714,75.77777777777777
2013-02-06,TRANSITIONING,37.544973544973544,68.77248677248677,72.55952380952381
2013-02-07,TRANSITIONING,34.0,68.98015873015873,67.0
2013-02-08,TRANSITIONING,30.253968253968253,69.3941798941799,65.12698412698413
2013-02-09,TRANSITIONING,30.22222222222223,69.93915343915344,65.11111111111111
2013-02-10,TRANSITIONING,30.190476190476176,69.92857142857143,65.09523809523809
2013-02-11,TRANSITIONING,31.730158730158735,70.05555555555556,65.86507936507937
2013-02-12,TRANSITIONING,33.06349206349205,70.19973544973544,66.53174603174602
2013-02-13,TRANSITIONING,35.706349206349216,71.02116402116403,67.85317460317461
2013-02-14,TRANSITIONING,29.626984126984127,70.33994708994709,64.81349206349206
2013-02-15,TRANSITIONING,26.603174603174594,70.39285714285714,63.3015873015873
2013-02-16,TRANSITIONING,26.57142857142857,69.59523809523809,63.285714285714285
2013-02-17,TRANSITIONING,26.53968253968253,69.58465608465609,63.269841269841265
2013-02-18,TRANSITIONING,26.507936507936506,69.57407407407408,63.25396825396825
2013-02-19,TRANSITIONING,27.42063492063491,69.68386243386243,63.710317460317455
2013-02-20,TRANSITIONING,18.285714285714292,68.76058201058203,59.142857142857146
2013-02-21,TRANSITIONING,15.944444444444429,67.6137566137566,57.972222222222214
2013-02-22,TRANSITIONING,17.380952380952394,67.4484126984127,58.6904761904762
2013-02-23,TRANSITIONING,17.349206349206355,68.41005291005291,58.67460317460318
2013-02-24,TRANSITIONING,17.317460317460316,68.3994708994709,58.65873015873016
2013-02-25,TRANSITIONING,14.365079365079367,65.85449735449735,57.182539682539684
2013-02-26,TRANSITIONING,12.960317460317455,65.7962962962963,56.48015873015873
2013-02-27,TRANSITIONING,16.523809523809533,66.67592592592592,58.261904761904766
2013-02-28,TRANSITIONING,13.896825396825406,67.00132275132276,56.9484126984127
2013-03-01,TRANSITIONING,5.992063492063494,66.37169312169313,52.99603174603175
2013-03-02,TRANSITIONING,5.960317460317469,66.46693121693121,52.980158730158735
2013-03-03,TRANSITIONING,5.928571428571431,66.46957671957671,52.964285714285715
2013-03-04,TRANSITIONING,9.047619047619037,67.31084656084656,54.52380952380952
2013-03-05,TRANSITIONING,13.714285714285722,68.16005291005291,56.85714285714286
2013-03-06,TRANSITIONING,11.634920634920633,69.03174603174602,55.817460317460316
2013-03-07,TRANSITIONING,15.84920634920634,70.31878306878306,57.92460317460317
2013-03-08,TRANSITIONING,3.7301587301587205,70.98412698412699,51.86507936507936
2013-03-09,TRANSITIONING,3.698412698412696,70.8015873015873,51.84920634920635
2013-03-10,TRANSITIONING,3.666666666666657,70.80423280423281,51.83333333333333
2013-03-11,TRANSITIONING,16.103174603174594,71.26719576719577,58.0515873015873
2013-03-12,TRANSITIONING,17.658730158730165,70.69576719576719,58.82936507936508
2013-03-13,TRANSITIONING,15.73809523809524,71.18121693121694,57.86904761904762
2013-03-14,TRANSITIONING,22.896825396825392,70.91798941798942,61.448412698412696
2013-03-15,TRANSITIONING,31.746031746031747,70.2473544973545,65.87301587301587
2013-03-16,TRANSITIONING,31.666666666666686,70.24470899470899,65.83333333333334
2013-03-17,TRANSITIONING,31.587301587301567,70.2420634920635,65.79365079365078
2013-03-18,TRANSITIONING,21.214285714285708,66.77380952380952,60.607142857142854
2013-03-19,TRANSITIONING,18.666666666666657,65.9100529100529,59.33333333333333
2013-03-20,TRANSITIONING,22.84920634920634,67.26455026455027,61.42460317460317
2013-03-21,TRANSITIONING,22.41269841269842,65.88227513227513,61.20634920634921
2013-03-22,TRANSITIONING,33.9047619047619,66.95238095238095,67.30952380952381
2013-03-23,TRANSITIONING,32.88095238095238,66.44047619047619,67.2936507936508
2013-03-24,TRANSITIONING,32.875661375661366,66.43783068783068,67.27777777777777
2013-03-25,TRANSITIONING,23.53174603174604,65.76719576719576,61.76587301587302
2013-03-26,TRANSITIONING,23.404761904761898,66.26984126984127,61.70238095238095
2013-03-27,TRANSITIONING,18.76984126984128,64.7367724867725,59.38492063492064
2013-03-28,TRANSITIONING,26.015873015873012,64.11772486772487,63.007936507936506
2013-03-29,TRANSITIONING,25.984126984126988,64.12830687830687,62.992063492063494
2013-03-30,TRANSITIONING,22.166666666666657,61.08333333333333,62.976190476190474
2013-03-31,TRANSITIONING,22.187830687830683,61.09391534391534,62.96031746031746
2013-04-01,TRANSITIONING,10.76984126984128,55.38492063492064,63.07539682539682
2013-04-02,TRANSITIONING,13.047619047619051,56.523809523809526,60.93650793650794
2013-04-03,TRANSITIONING,10.174603174603178,55.08730158730159,60.242063492063494
2013-04-04,TRANSITIONING,12.941798941798936,56.47089947089947,59.41269841269841
2013-04-05,TRANSITIONING,11.5,55.75,59.166666666666664
2013-04-06,TRANSITIONING,17.44708994708995,58.723544973544975,59.15079365079365
2013-04-07,TRANSITIONING,17.46825396825396,58.73412698412698,59.13492063492063
2013-04-08,TRANSITIONING,17.793650793650798,60.13756613756613,58.8968253968254
2013-04-09,TRANSITIONING,17.126984126984127,61.00925925925926,58.56349206349206
2013-04-10,TRANSITIONING,18.722222222222214,62.27777777777777,59.36111111111111
2013-04-11,TRANSITIONING,24.484126984126974,62.24206349206349,62.349206349206355
2013-04-12,TRANSITIONING,25.111111111111114,62.65343915343915,62.55555555555556
2013-04-13,TRANSITIONING,25.03174603174601,62.97486772486773,62.515873015873005
2013-04-14,TRANSITIONING,24.984126984126988,62.97222222222222,62.492063492063494
2013-04-15,TRANSITIONING,8.277777777777771,62.13227513227513,54.138888888888886
2013-04-16,TRANSITIONING,19.68253968253967,63.41137566137566,59.841269841269835
2013-04-17,TRANSITIONING,4.658730158730165,61.73544973544973,47.67063492063492
2013-04-18,TRANSITIONING,1.603174603174594,61.22486772486772,49.1984126984127
2013-04-19,TRANSITIONING,2.0158730158730265,61.238095238095234,51.00793650793651
2013-04-20,TRANSITIONING,1.9682539682539613,61.6984126984127,50.98412698412698
2013-04-21,TRANSITIONING,1.9206349206349103,61.695767195767196,50.960317460317455
2013-04-22,TRANSITIONING,2.992063492063494,60.654761904761905,51.49603174603175
2013-04-23,TRANSITIONING,3.603174603174594,62.22222222222222,48.1984126984127
2013-04-24,TRANSITIONING,1.6825396825396837,62.53174603174603,50.84126984126984
2013-04-25,TRANSITIONING,10.341269841269835,62.56613756613756,55.17063492063492
2013-04-26,TRANSITIONING,16.24603174603176,61.48015873015873,58.12301587301588
2013-04-27,TRANSITIONING,16.246031746031733,61.98677248677249,58.123015873015866
2013-04-28,TRANSITIONING,16.246031746031733,61.98412698412698,58.123015873015866
2013-04-29,TRANSITIONING,21.158730158730165,62.77380952380952,60.57936507936508
2013-04-30,TRANSITIONING,23.365079365079353,61.68253968253968,62.25793650793651
2013-05-01,TRANSITIONING,15.396825396825406,60.61904761904761,57.6984126984127
2013-05-02,TRANSITIONING,4.714285714285708,61.29497354497355,52.357142857142854
2013-05-03,TRANSITIONING,11.30952380952381,65.56349206349206,55.654761904761905
2013-05-04,TRANSITIONING,11.309523809523824,65.51455026455025,55.65476190476191
2013-05-05,TRANSITIONING,11.309523809523824,65.51190476190476,55.65476190476191
2013-05-06,TRANSITIONING,10.007936507936506,65.39682539682539,55.00396825396825
2013-05-07,TRANSITIONING,9.841269841269835,66.1904761904762,54.92063492063492
2013-05-08,TRANSITIONING,14.206349206349188,67.10185185185185,57.103174603174594
2013-05-09,TRANSITIONING,4.563492063492049,66.0952380952381,47.718253968253975
2013-05-10,TRANSITIONING,6.293650793650784,67.57275132275132,46.85317460317461
2013-05-11,TRANSITIONING,6.293650793650798,65.99603174603175,46.8531746031746
2013-05-12,TRANSITIONING,6.293650793650784,65.99338624338623,46.85317460317461
2013-05-13,TRANSITIONING,14.015873015873012,66.99603174603175,42.992063492063494
2013-05-14,TRANSITIONING,15.642857142857139,67.66137566137567,42.17857142857143
2013-05-15,TRANSITIONING,21.380952380952394,67.2010582010582,39.3095238095238
2013-05-16,TRANSITIONING,25.595238095238102,66.92989417989418,37.20238095238095
2013-05-17,TRANSITIONING,28.833333333333343,68.02910052910053,35.58333333333333
2013-05-18,TRANSITIONING,28.83333333333333,69.09126984126985,35.583333333333336
2013-05-19,TRANSITIONING,28.833333333333343,69.08862433862433,35.58333333333333
2013-05-20,TRANSITIONING,19.26190476190476,69.80423280423281,40.36904761904762
2013-05-21,TRANSITIONING,20.65873015873015,68.83068783068782,39.670634920634924
2013-05-22,TRANSITIONING,28.031746031746025,71.18518518518519,35.98412698412699
2013-05-23,TRANSITIONING,25.825396825396837,70.72883597883597,37.08730158730158
2013-05-24,TRANSITIONING,23.087301587301596,70.71428571428572,38.4563492063492
2013-05-25,TRANSITIONING,23.134920634920633,70.24867724867724,38.432539682539684
2013-05-26,TRANSITIONING,23.182539682539684,70.24603174603175,38.40873015873016
2013-05-27,TRANSITIONING,23.23015873015875,70.24338624338623,38.384920634920626
2013-05-28,TRANSITIONING,25.38095238095238,72.3095238095238,37.30952380952381
2013-05-29,TRANSITIONING,22.539682539682545,71.00925925925927,38.73015873015873
2013-05-30,TRANSITIONING,19.507936507936506,70.72222222222223,40.24603174603175
2013-05-31,TRANSITIONING,18.849206349206355,69.74074074074073,40.57539682539682
2013-06-01,TRANSITIONING,11.468253968253975,70.57407407407408,44.26587301587301
2013-06-02,TRANSITIONING,11.436507936507951,70.58465608465607,44.281746031746025
2013-06-03,TRANSITIONING,4.61904761904762,69.7579365079365,52.30952380952381
2013-06-04,TRANSITIONING,9.3888888888889,68.6494708994709,54.69444444444445
2013-06-05,TRANSITIONING,5.7301587301587205,66.6547619047619,52.86507936507936
2013-06-06,TRANSITIONING,14.190476190476204,67.07539682539684,57.0952380952381
2013-06-07,TRANSITIONING,16.26190476190476,68.68650793650794,58.13095238095238
2013-06-08,TRANSITIONING,16.293650793650798,69.57671957671957,58.1468253968254
2013-06-09,TRANSITIONING,16.325396825396837,69.5873015873016,58.16269841269842
2013-06-10,TRANSITIONING,8.912698412698404,69.72751322751324,54.4563492063492
2013-06-11,TRANSITIONING,9.976190476190482,67.76190476190476,54.98809523809524
2013-06-12,TRANSITIONING,7.793650793650798,67.27380952380952,53.8968253968254
2013-06-13,TRANSITIONING,7.619047619047606,68.18121693121694,53.8095238095238
2013-06-14,TRANSITIONING,8.539682539682545,67.22883597883597,54.26984126984127
2013-06-15,TRANSITIONING,8.571428571428584,66.03571428571428,54.28571428571429
2013-06-16,TRANSITIONING,8.603174603174608,66.0462962962963,54.301587301587304
2013-06-17,TRANSITIONING,7.198412698412682,67.34656084656086,53.59920634920634
2013-06-18,TRANSITIONING,10.373015873015873,67.98015873015873,55.18650793650794
2013-06-19,TRANSITIONING,0.3809523809523796,67.91534391534393,50.19047619047619
2013-06-20,TRANSITIONING,19.88095238095238,65.77380952380952,40.05952380952381
2013-06-21,TRANSITIONING,35.51587301587301,67.7579365079365,29.253968253968253
2013-06-22,TRANSITIONING,36.0,68.0,29.293650793650794
2013-06-23,TRANSITIONING,36.021164021164,68.010582010582,29.333333333333336
2013-06-24,TRANSITIONING,34.322751322751344,67.16137566137567,25.126984126984127
2013-06-25,TRANSITIONING,35.2883597883598,67.6441798941799,24.801587301587304
2013-06-26,TRANSITIONING,36.6931216931217,68.34656084656085,22.337301587301585
2013-06-27,TRANSITIONING,35.51322751322749,67.75661375661375,25.869047619047624
2013-06-28,TRANSITIONING,39.19841269841271,69.59920634920636,25.833333333333332
2013-06-29,TRANSITIONING,40.88624338624339,70.4431216931217,25.873015873015873
2013-06-30,TRANSITIONING,40.90740740740739,70.4537037037037,25.91269841269841
2013-07-01,TRANSITIONING,37.507936507936506,74.19047619047619,31.246031746031747
2013-07-02,TRANSITIONING,41.24603174603175,74.72089947089947,29.376984126984127
2013-07-03,TRANSITIONING,36.92857142857143,75.16931216931216,31.535714285714285
2013-07-04,TRANSITIONING,36.84920634920635,75.17195767195767,31.575396825396826
2013-07-05,TRANSITIONING,37.07142857142857,77.3042328042328,31.464285714285715
2013-07-06,TRANSITIONING,36.992063492063494,76.2420634920635,31.503968253968253
2013-07-07,TRANSITIONING,36.912698412698404,76.24470899470899,31.543650793650798
2013-07-08,TRANSITIONING,35.85714285714286,76.14947089947091,32.07142857142857
2013-07-09,TRANSITIONING,37.98412698412697,76.6574074074074,31.007936507936513
2013-07-10,TRANSITIONING,32.27777777777777,77.46560846560845,33.861111111111114
2013-07-11,TRANSITIONING,16.730158730158735,77.80026455026456,41.63492063492063
2013-07-12,TRANSITIONING,15.507936507936506,77.66269841269842,42.24603174603175
2013-07-13,TRANSITIONING,15.476190476190482,78.12037037037038,42.26190476190476
2013-07-14,TRANSITIONING,15.444444444444429,78.11507936507937,42.277777777777786
2013-07-15,TRANSITIONING,11.912698412698418,78.34391534391536,44.04365079365079
2013-07-16,TRANSITIONING,8.063492063492077,78.42989417989418,54.03174603174604
2013-07-17,TRANSITIONING,8.182539682539698,78.39682539682539,54.09126984126985
2013-07-18,TRANSITIONING,5.42063492063491,78.73809523809524,52.710317460317455
2013-07-19,TRANSITIONING,13.19047619047619,78.60185185185185,56.595238095238095
2013-07-20,TRANSITIONING,13.142857142857153,77.8558201058201,56.57142857142858
2013-07-21,TRANSITIONING,13.095238095238088,77.8505291005291,56.547619047619044
2013-07-22,TRANSITIONING,19.015873015873012,78.40343915343915,59.507936507936506
2013-07-23,TRANSITIONING,20.015873015873012,78.43121693121694,60.007936507936506
2013-07-24,TRANSITIONING,11.19047619047619,79.0873015873016,55.595238095238095
2013-07-25,TRANSITIONING,10.484126984126988,78.98015873015873,55.242063492063494
2013-07-26,TRANSITIONING,10.492063492063494,78.91534391534391,55.24603174603175
2013-07-27,TRANSITIONING,10.523809523809533,80.79497354497354,55.261904761904766
2013-07-28,TRANSITIONING,10.555555555555557,80.77645502645503,55.27777777777778
2013-07-29,TRANSITIONING,7.3253968253968225,80.10846560846561,53.66269841269841
2013-07-30,TRANSITIONING,4.833333333333343,79.78571428571429,52.41666666666667
2013-07-31,TRANSITIONING,14.76984126984128,80.3835978835979,57.38492063492064
2013-08-01,TRANSITIONING,6.555555555555557,84.1574074074074,53.27777777777778
2013-08-02,TRANSITIONING,6.7698412698412795,83.5079365079365,53.38492063492064
2013-08-03,TRANSITIONING,6.801587301587304,83.22486772486772,53.40079365079365
2013-08-04,TRANSITIONING,6.833333333333314,83.21957671957672,53.41666666666666
2013-08-05,TRANSITIONING,8.37301587301586,82.7579365079365,54.18650793650793
2013-08-06,TRANSITIONING,13.738095238095227,82.52910052910053,56.86904761904761
2013-08-07,TRANSITIONING,14.619047619047606,81.19576719576719,57.3095238095238
2013-08-08,TRANSITIONING,10.753968253968253,81.43518518518519,55.37698412698413
2013-08-09,TRANSITIONING,10.523809523809533,80.69047619047618,55.261904761904766
2013-08-10,TRANSITIONING,10.476190476190482,81.14814814814815,55.23809523809524
2013-08-11,TRANSITIONING,10.428571428571445,81.14285714285714,55.21428571428572
2013-08-12,TRANSITIONING,4.404761904761898,81.52645502645503,52.20238095238095
2013-08-13,TRANSITIONING,3.0793650793650755,82.52116402116403,48.46031746031746
2013-08-14,TRANSITIONING,14.841269841269835,81.96825396825398,42.57936507936508
2013-08-15,TRANSITIONING,8.801587301587304,80.96031746031747,45.59920634920635
2013-08-16,TRANSITIONING,17.08730158730158,81.16534391534391,41.45634920634921
2013-08-17,TRANSITIONING,17.055555555555543,80.42724867724867,41.47222222222223
2013-08-18,TRANSITIONING,17.023809523809533,80.42989417989418,41.488095238095234
2013-08-19,TRANSITIONING,20.785714285714292,80.12962962962963,39.607142857142854
2013-08-20,TRANSITIONING,12.198412698412696,79.59656084656083,43.90079365079365
2013-08-21,TRANSITIONING,23.41269841269842,79.45238095238095,38.29365079365079
2013-08-22,TRANSITIONING,28.11904761904762,80.64153439153439,35.94047619047619
2013-08-23,TRANSITIONING,19.74603174603176,80.39021164021165,40.12698412698412
2013-08-24,TRANSITIONING,19.666666666666657,80.85582010582011,40.16666666666667
2013-08-25,TRANSITIONING,19.58730158730158,80.85846560846561,40.20634920634921
2013-08-26,TRANSITIONING,20.198412698412696,80.19444444444444,39.90079365079365
2013-08-27,TRANSITIONING,8.96031746031747,78.35846560846561,45.519841269841265
2013-08-28,TRANSITIONING,18.603174603174594,78.85978835978835,40.6984126984127
2013-08-29,TRANSITIONING,37.2936507936508,78.64285714285714,31.3531746031746
2013-08-30,TRANSITIONING,41.36507936507936,79.8941798941799,29.31746031746032
2013-08-31,TRANSITIONING,41.285714285714285,80.31349206349205,29.357142857142858
2013-09-01,GOLDILOCKS,51.44444444444444,80.43915343915344,24.27777777777778
2013-09-02,GOLDILOCKS,51.36507936507936,80.44179894179894,24.31746031746032
2013-09-03,GOLDILOCKS,57.222222222222214,80.76587301587301,21.388888888888893
2013-09-04,GOLDILOCKS,54.380952380952394,82.0568783068783,22.809523809523803
2013-09-05,GOLDILOCKS,63.98412698412698,82.47089947089948,18.00793650793651
2013-09-06,GOLDILOCKS,55.92857142857142,81.69179894179895,22.03571428571429
2013-09-07,GOLDILOCKS,55.89682539682539,81.74074074074073,22.051587301587304
2013-09-08,GOLDILOCKS,55.86507936507937,81.74338624338625,22.067460317460316
2013-09-09,GOLDILOCKS,48.841269841269835,82.06481481481481,25.579365079365083
2013-09-10,GOLDILOCKS,43.230158730158735,82.62962962962962,28.384920634920633
2013-09-11,TRANSITIONING,34.690476190476204,82.69576719576719,32.6547619047619
2013-09-12,TRANSITIONING,36.285714285714285,82.77910052910053,31.857142857142858
2013-09-13,TRANSITIONING,34.51587301587301,82.62301587301587,32.742063492063494
2013-09-14,TRANSITIONING,34.48412698412699,82.58730158730158,32.757936507936506
2013-09-15,TRANSITIONING,34.45238095238096,82.5978835978836,32.77380952380952
2013-09-16,TRANSITIONING,28.30158730158729,82.5489417989418,35.849206349206355
2013-09-17,TRANSITIONING,21.61904761904762,83.21296296296296,39.19047619047619
2013-09-18,TRANSITIONING,2.246031746031747,81.47222222222223,48.87698412698413
2013-09-19,TRANSITIONING,5.507936507936506,82.28835978835978,47.24603174603175
2013-09-20,TRANSITIONING,4.1349206349206185,82.62566137566138,47.93253968253969
2013-09-21,TRANSITIONING,4.103174603174608,82.68253968253968,47.948412698412696
2013-09-22,TRANSITIONING,4.071428571428569,82.6931216931217,47.964285714285715
2013-09-23,TRANSITIONING,6.61904761904762,81.32671957671957,46.69047619047619
2013-09-24,TRANSITIONING,18.015873015873012,80.92724867724867,40.992063492063494
2013-09-25,TRANSITIONING,11.896825396825392,79.64285714285714,44.051587301587304
2013-09-26,TRANSITIONING,18.087301587301596,80.1878306878307,40.9563492063492
2013-09-27,TRANSITIONING,17.325396825396837,79.31746031746032,41.33730158730158
2013-09-28,TRANSITIONING,17.293650793650798,79.28174603174602,41.3531746031746
2013-09-29,TRANSITIONING,17.26190476190476,79.29232804232804,41.36904761904762
2013-09-30,TRANSITIONING,20.873015873015888,78.44179894179895,39.563492063492056
2013-10-01,TRANSITIONING,18.174603174603163,79.49074074074075,40.91269841269842
2013-10-02,TRANSITIONING,11.23015873015872,78.77777777777777,44.38492063492064
2013-10-03,TRANSITIONING,16.865079365079367,77.20502645502646,41.567460317460316
2013-10-04,TRANSITIONING,22.253968253968253,79.0489417989418,38.87301587301587
2013-10-05,TRANSITIONING,22.22222222222223,74.24470899470899,38.888888888888886
2013-10-06,TRANSITIONING,22.19047619047619,74.25529100529101,38.904761904761905
2013-10-07,TRANSITIONING,19.468253968253975,73.1626984126984,40.26587301587301
2013-10-08,TRANSITIONING,27.571428571428584,73.04232804232805,36.21428571428571
2013-10-09,TRANSITIONING,34.17460317460318,73.4126984126984,32.91269841269841
2013-10-10,TRANSITIONING,34.269841269841265,76.4021164021164,32.86507936507937
2013-10-11,TRANSITIONING,34.77777777777777,76.98148148148148,32.611111111111114
2013-10-12,TRANSITIONING,34.74603174603175,76.9920634920635,32.62698412698413
2013-10-13,TRANSITIONING,34.71428571428571,77.00264550264549,32.642857142857146
2013-10-14,TRANSITIONING,33.18253968253967,77.31481481481481,33.408730158730165
2013-10-15,TRANSITIONING,40.650793650793645,77.51455026455025,29.674603174603178
2013-10-16,TRANSITIONING,39.452380952380956,78.10449735449735,30.273809523809522
2013-10-17,TRANSITIONING,23.238095238095227,77.33333333333333,38.38095238095239
2013-10-18,TRANSITIONING,22.944444444444443,77.98412698412699,38.52777777777778
2013-10-19,TRANSITIONING,22.992063492063494,80.48677248677248,38.50396825396825
2013-10-20,TRANSITIONING,23.039682539682545,80.48941798941799,38.48015873015873
2013-10-21,TRANSITIONING,23.579365079365076,80.80291005291005,38.21031746031746
2013-10-22,TRANSITIONING,20.97619047619048,80.14682539682539,39.51190476190476
2013-10-23,TRANSITIONING,22.539682539682545,79.02116402116403,38.73015873015873
2013-10-24,TRANSITIONING,19.88095238095238,78.77380952380952,40.05952380952381
2013-10-25,TRANSITIONING,21.53968253968253,79.64021164021165,39.230158730158735
2013-10-26,TRANSITIONING,21.507936507936506,79.92063492063492,39.24603174603175
